Q,A,label
별로인 거 알면서도 좋아하는 내가 이상해.,확실하게 안좋은 점이 있다면 얼른 맘을 접는게 좋아요.,2
보통 썸이면 밀당해?,그렇기도 하지요.,2
보통 좋아하는 애 생기면 먼저 연락해?,대부분은 먼저 연락하곤 해요.,2
보통 좋아하면 먼저 연락하나?,보통 그렇죠.,2
본능적인 끌림,운명적이네요.,2
본인을 좋아하는게 확실한 여자와 친구가 될 수 있어?,그 사람을 위해서는 그러면 안돼요.,2
봄 오니까 나도 썸 타고 싶어.,썸 타기 좋은 계절이에요.,2
봄 타나 봄.,봄은 두근두근하죠.,2
봄 타나 봄.,사랑하기 좋은 계절이죠.,2
봄 타나봐,사랑이 하고 싶어졌나봐요.,2
부모님 반대 설득하고 싶어,자식 이기는 부모 없을 거예요.,2
부모님 반대가 너무 심해,부모님도 당사자도 상처받겠네요.,2
부모님께 보여드리고 싶은 사람 있어,사랑하는 사람인가봐요.,2
부모님이 결혼 자금 안 보태주신대,부모님 노후 자금도 생각해야겠죠.,2
부모님이 이혼하려는 거 같은데 나는 어떻게 하지?,부모님만의 사정이 있을거예요. 이해하려고 노력해보세요.,2
부모님이 이혼할 거 같아,부모님만의 사정이 있을거예요. 이해하려고 노력해보세요.,2
부부싸움은 칼로 물 베기라더니,다시 화합했나봐요.,2
분명 짝남 정리해야지 마음 먹었는데 이상하지.,또 마주하면 반갑고 애틋하게 되죠.,2
불타올랐다가 식었어,연애 내내 불타오를 수는 없어요.,2
불타올랐다가 식었어,연애는 계속 불타오르지는 않아요.,2
비가 오니까 짝사랑 하는 사람 더 생각나.,비 오는 날 추억이 많은가봐요.,2
비밀로 했는데 들켜서 오해하고 있어,오해할만한 일이 생겼을때는 솔직하게 이야기하고 풀어보세요.,2
비혼주의자인데 만나도 될까?,결혼하지 않고 살 수 있을지 생각해보세요.,2
빨리 찾아온 사랑,인생은 타이밍이에요.,2
빼빼로 데이인데 썸남한테 만들어줄까 그냥 살까?,정성이 담긴 것을 더 좋아할 거예요.,2
빼빼로 만들어주는 거 좋아할까?,정성이 담긴 것이니 좋아할 거예요.,2
빼빼로데이에 고백할까요?,선물을 주면서 솔직하고 당당하게 고백해보세요.,2
뽑은 인형 짝녀에게 주면 좋아할까?,좋아하는 마음과 상관없이 좋아할 거예요.,2
사귀고 나서 외모에 신경을 너무 안 써,격식 있는 자리에 같이 가보세요.,2
사귀고 나서 트레이닝복만 입어,다른 옷을 선물해보세요.,2
사귀고 나서 화장을 안 해,강요할 수는 없지만 가끔 부탁해보세요.,2
사귀고 나서 환장이 깨졌어,환장을 갖지 말고 현실을 바라보세요.,2
사귀기로 했는데 존댓말 계속 써도 돼?,존댓말 쓰면 덜 싸운대요.,2
사귀는 사이인데 '야'라고 해. 기분 나쁜데 어떡해?,그건 좀 아닌 거 같다고 바로 말하세요.,2
사귀던 사람이 갑자기 연락이 안돼,걱정이 많이 되겠네요.,2
사귀던 사람이 잠수탔어,너무 걱정하지 마세요. 조금더 기다려보세요.,2
사귀면 끝일 줄 알았는데,사랑에서 가장 어려운 게 사랑을 계속 유지하는 거예요.,2
사귀면 좋을까,안 사귀는 것보다 좋지요.,2
사귀면서도 좋아하는 감정을 잘 못느끼는데 문제 있는 건가요?,정말 사랑하는 사람을 만나면 다를거예요.,2
사귀자는 말 아니면 썸인가,말 안하고 사귀는 경우도 있습니다.,2
사귀자는 말 아니면 썸인가,사귀자고 말하고 썸을 끝내보세요.,2
사귄지 얼마 안됐는데 스킨십하려고해,자신의 속도에 맞추세요.,2
사귄지 한달됐어,한창 달달할 때네요.,2
사내 썸 뭔가 떨린다.,저도 떨리네요.,2
사내 연애 비추하나요?,상황마다 다를 것 같아요.,2
사내에 좋아하는 여자분이 생겼는데 조심해야겠지.,아무래도 서로에게 해가 될 수 있으니까요.,2
사내연애 비밀로 해야겠지?,직장과 서로를 위해 그게 좋겠죠.,2
사내커플인데 비밀연애임. 답답해.,비밀연애가 말도 못하고 힘들죠.,2
사내커플인데 비밀연애하니까 더 떨려.,스릴있죠.,2
사람들은 내가 그 남자를 좋아하는 거라는데 난 이해가 안가.,직접 두분이서 대화를 나누는게 필요하겠어요.,2
사람은 다른데 연애는 비슷해,자신이 변하지 않았기 때문이겠죠.,2
사랑 경험이 없어,지금부터 해보면 돼요.,2
사랑 고민,무엇이든 말해보세요.,2
사랑 글로 배워요,글로라도 배우세요.,2
사랑 끝난 거 같은데 잡아도 될까?,잡는다고 마음이 돌아서지 않을 거예요.,2
사랑 끝난 거 같은데 잡으면 돌아올까?,끝난 건 잡을 수 없어요.,2
사랑 때문에 죽고 싶어,죽고 싶은 만큼 사랑하는 그 사람에게 당신의 모든걸 걸어보세요.,2
사랑 명언 알려줘,사랑은 서로를 마주보는 게 아니라 서로 같은 방향을 바라보는 것이다-생텍쥐베리,2
사랑 못 받는 느낌에 우울해,솔직하게 대화해보세요.,2
사랑 받는 걸 알려준 사람,그 사람 잡으세요.,2
사랑 받는 느낌을 못 받아,진심으로 사랑해주는 사람 만나세요.,2
사랑 받는 느낌이 없어,그는 당신에게 반하지 않았어요.,2
사랑 별거 없네,별거 없다가도 전부가 되는게 사랑이에요,2
사랑 앞에서 죄인이 돼,사랑하는 건 죄가 아니에요.,2
사랑 없는 삶은 불행할까?,삶 곳곳에 사랑이 숨 쉬고 있어요.,2
사랑 존재하기는 해?,믿는 사람의 마음에 달려 있겠죠.,2
사랑 지키는 방법,자신과 서로를 존중하고 마음을 표현해보세요.,2
사랑 표현에 서툴러,서툴러도 괜찮아요.,2
사랑 힘들다,상대방도 좋지만 나를 먼저 사랑해주세요.,2
사랑과 우정 사이,한끗차이.,2
사랑꾼,부러워요.,2
사랑꾼인 거 같아,다정다감한가봐요.,2
사랑때문에 많이 아파,애절한 만큼 상대방도 당신의 아픔을 느낄거예요.,2
사랑만 보고 하는 결혼? 사랑 없는 결혼?,사랑만 보고 하지도 않고 사랑 없이 하지도 않아요.,2
사랑만으로 안되는 게 많을까요?,사랑이 전부는 아니에요.,2
사랑받고 있지 않은 거 같다,자신을 더 많이 사랑해주세요.,2
사랑받고싶어,먼저 사랑한다고 말해보세요.,2
사랑받는 방법,사랑하면 돼요.,2
사랑받는 행복을 알게 해준 너,그 사람과 잘 만나보세요.,2
사랑보다 조건을 보고 결혼해야할까?,자신에게 더 중요한 게 무엇인지 질문해보세요.,2
사랑보다 중요한 것이 있을까?,굳이 있다면 신뢰와 믿음 정도가 있을 것 같아요.,2
사랑스러운 눈빛,사랑 받는다는 느낌 팍팍 받았겠네요.,2
사랑싸움 그만하고 싶어,자존심을 세우지 마세요.,2
사랑없이 결혼 가능해?,나이가 들고 그렇게 하기도 하는데 살면서 생기는 정으로 사는 듯합니다.,2
사랑없이 결혼한 케이스 있어?,사람에 따라 다르겠지만 있을 것 같네요.,2
사랑에 빠지고 싶다,이것저것 생각하지말고 마음가는 사람에게 다가가보세요.,2
사랑에 빠지면 티가 나?,다 보입니다.,2
사랑에 빠진 거 같아,행복해 보여요.,2
사랑에 빠진 거 같아,행복해보여요.,2
사랑에 서툴어,우리는 모두 사랑에 서툴어요.,2
사랑에 유효기간이 있을까?,"사랑하는 사람과 함께하는 어제, 오늘, 내일이 각 다른 의미가 있다고 생각하면 유효기간이 딱히 느껴지지 않을 거예요.",2
사랑에도 유효기간이 있다는데,갱신해가는 재미가 있죠.,2
사랑으로 가능한 것?,바로 연애죠.,2
사랑은 나이를 초월해?,물리적 나이보다 정신적 나이가 중요해요.,2
사랑은 돌아오는 거야?,사랑은 마음에 안고 사는 거예요.,2
사랑은 변하지 않았으면,노력하면 그럴 수 있을 거예요.,2
사랑은 시간이 약인가?,시간이 약인 경우가 많아요.,2
사랑은 영원해?,사랑은 한 순간이면서 영원한거 같아요.,2
사랑은 죄가 아닌데,작아질 필요 없어요.,2
사랑은 주고 받는 거지?,사랑은 한 없이 줘도 아깝지 않은거라고 생각해요.,2
사랑을 기다리고 있어,능동적으로 찾아보세요.,2
사랑을 알게 해준 너,소중한 인연이었네요.,2
사랑을 표현해줬으면 좋겠어,표현해 달라고 말해보세요.,2
사랑을 했다,또 사랑을 할 거예요.,2
사랑을 했다,예쁜 사랑이었길 바랍니다.,2
사랑을 했다,우리가 만나.,2
사랑의 감정을 모르겠어,서로 이해하고 존중하고 아끼는 마음이에요.,2
사랑의 결과는 어차피 두가지,과정이 더 중요하지요.,2
사랑의 끝은 결혼일까?,사랑의 끝은 없어요.,2
사랑의 끝은 뭘까?,사랑하지 않는 것이죠.,2
사랑의 끝이 뭐야?,사랑하지 않는 것이죠.,2
사랑의 묘약 같은 거 있나?,그런거 없어요.,2
사랑의 정의,내가 원하는 것보다 다른 사람이 원하는 것을 더 우선순위에 두넌 것이에요.-울라프,2
사랑의 힘은 위대한가봐,많은 걸 변화시키죠.,2
사랑의 힘은 진짜 위대한듯,사랑의 힘은 헐크보다 쎌거예요.,2
사랑이 구체적으로 뭐야?,종족번식을 위한 일시적인 호르몬 작용일 수도 있어요.,2
사랑이 끝난 거 같다는 느낌이 너무 많이 들어,그런 남자 버리고 이런 느낌 안 주는 사람 만나세요.,2
사랑이 끝난 것 같아,힘들겠지만 마음을 정리해보세요.,2
사랑이 날 힘들게 해,왜 힘들게 하는지 생각해보세요.,2
사랑이 다가왔어,당신도 다가가 보세요.,2
사랑이 뭐가 대수라고,사랑은 살아가면서 정말 중요한 감정이예요.,2
사랑이 뭐길래,사랑.... 정의 내리기 어려운 단어예요.,2
사랑이 뭐라고 생각해?,사랑을 정의내릴 수 있다면 노밸상을 받을거예요.,2
사랑이 뭐야?,"받는 것보다 주는 게 더 행복하고, 더 주고 싶은 마음인 것 같아요.",2
사랑이 뭐야?,신뢰이자 믿음이라고 생각해요.,2
사랑이 뭔데 힘들게 하는지,사랑은 아프게도 행복하게도 힘들게도 기운내게도 하는것 같아요.,2
사랑이 뭔지 넌 알아?,저도 잘 모르겠어요.,2
사랑이 뭔지 모르겠어,사랑은 정답이 없는거 같아요.,2
사랑이 뭘까 궁금해,저도 상당히 궁금하네요.,2
사랑이 뭘까?,신뢰입니다.,2
사랑이 밥 먹여주나,사랑이 밥은 먹여주지 않지만 행복을 줘요.,2
사랑이 밥 먹여주나요?,같이 밥을 먹어주죠.,2
사랑이 변하는걸 인정해야할까?,사랑은 변하지 않고 사람이 변해요.,2
사랑이 변하면 어떡하지?,사랑은 변화하는 거예요. 두려워하지 마세요.,2
사랑이 쉬운 사람,참을 수 없는 가벼움이네요.,2
사랑이 싹 트고 있어,그 과정 자체도 사랑스럽네요.,2
사랑이 안 변했으면 좋겠다,저도요.,2
사랑이 애매해,확실한 건 없죠.,2
사랑이 어떻게 변하니,사랑만큼 변덕스러운것도 없을거예요.,2
사랑이 어떻게 변하니?,사랑은 안 변하고 사람이 변해요.,2
사랑이 영원할 거라 믿고 싶어,믿으면 이루어져요.,2
사랑이 정말 있을까?,없어요. 일시적인 감정 교란일 뿐 아무것도 아니에요.,2
사랑이라는 이름으로,너에게 묻노라.,2
사랑인지 아닌지 모르겠어,사랑에 정의는 없는거 같아요.,2
사랑인지 아닌지 확실하지 않은 거 같아,사랑하는데 어떤 확신이 필요한가요.,2
사랑인지 헷갈려.,당신만이 정답을 맞출 수 있어요.,2
사랑하고 사람이 달라졌어,화학 물질이 접촉하는 것처럼 반응이 일어나서 완전히 바뀌게 되죠.,2
사랑하고 싶은데 내가 자꾸 구속해,사랑을 독차지하려 하지 말고 내려놓으면서 여유를 가지세요.,2
사랑하고 좋게 바꼈어,화학 물질이 접촉하는 것처럼 반응이 일어나서 완전히 바뀌게 되죠.,2
사랑하고싶어,당신의 이상형을 찾아보세요.,2
사랑하기에 시간이 부족해,시간은 핑계예요.,2
사랑하냐고 왜 물어봐?,확인 받고 싶어서요.,2
사랑하는 거 힘들다,서로 다른 두 사람이 만나는 거라 더 힘든 것 같아요.,2
사랑하는 사람 내가 붙잡는 거 같애,사랑을 쟁취하는 거예요. 붙잡으세요.,2
사랑하는 사람 사이에는 보이지 않는 끈이 있을까?,어떤 일이 있어도 보이지 않는 깊은 끈인 사랑이 둘을 이어줄 거예요.,2
사랑하는 사람 잊는 법,충분히 아파하면서 충분한 시간이 필요할 거예요.,2
사랑하는 사람 잊어야 할 거 같아,충분히 아파하면서 충분한 시간이 필요할 거예요.,2
사랑하는 사람과 아침을 함께 맞이하고 싶어,그런 기쁨과 기적도 없을 거예요.,2
사랑하는 사람과 함께 있고 싶어,그 사람에게 찾아가 보세요.,2
사랑하는 사람은 딱 알아볼 수 있어?,감정은 감출수 있는게 아니에요.,2
사랑하는 사람은 표시가 있었으면 좋겠다,당신이 그 신호를 못 찾은게 아닐까요.,2
사랑하는 사람을 계속 기다려야 할까요?,기한을 정하고 기다리세요.,2
사랑하는 사람을 두고 다른 사람과 결혼해야해,슬픈 이야기네요.,2
사랑하는 사람을 알아보고 싶어.,알아보지 못한 만큼 더 사랑해주세요.,2
사랑하는 사람이 떠난대,그 사람을 사랑한다면 붙잡아 보세요.,2
사랑하는 사람이 있는데 다른 사람이 신경쓰여,한눈 팔다가 후회합니다.,2
사랑하는 사람이 있어,어서 어서 고백해봐요.,2
사랑하는 사람이 행복했으면 좋겠다,당신이 그 사람 행복하게 해주세요.,2
사랑하는 사람이랑 결혼하고싶어,언젠가 그런 사람이 당신 옆에 있을거예요.,2
사랑하는 사람이랑 결혼하고싶어,진정으로 사랑한다면 결혼하세요.,2
사랑하는 사람이랑 내가 너무 차이나,누구나 같을 수 있을까요. 자격지심이예요.,2
사랑하는 사람이랑 살고싶어,행복한 상상은 현실에 반영된다고 해요.,2
사랑하는 사람이랑 헤어져,마음이 많이 아프겠어요.,2
사랑하는 사람이랑 헤어져야해,듣기만해도 마음 아픈 말이네요.,2
사랑하는 사람한테 내가 너무 모잘라,모자라다고 생각하는 부분을 사랑으로 채워보세요,2
사랑하는건지 나도 모르겠어,없어도 살 수 있는지 생각해보세요.,2
사랑하는데 그리워,그리우면 그립다고 말해보세요.,2
사랑하는데 꼭 결혼해야할지는 모르겠어요,사랑과 결혼을 동일시하지 않아도 돼요. 시간을 가지고 생각해보세요.,2
